SCATS_Number	SCATS Neighbours	NB_LATITUDE	NB_LONGITUDE	V00	Location
3122	3804 3120 3127	-37.82379	145.06466	11	CANTERBURY_RD E of STANHOPE_GV
3122	3804 3120 3127	-37.82404	145.06435	37	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	9	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	15	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	16	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	12	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	11	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	27	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	54	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	12	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	16	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	14	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	20	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	17	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	48	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	46	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	10	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	11	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	18	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	15	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	20	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	30	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	50	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	14	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	8	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	10	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	12	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	22	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	38	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	49	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	10	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82404	145.06435	13	STANHOPE_GV S of CANTERBURY_RD
3122	3804 3120 3127	-37.82374	145.06417	53	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	15	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	19	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	25	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	30	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	25	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	70	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	76	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	21	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	20	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	29	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	23	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	28	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	89	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	66	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	22	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	15	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	38	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	36	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	53	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	56	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	82	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	30	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	21	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	23	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	24	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	23	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	75	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	100	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	19	CANTERBURY_RD W of STANHOPE_GV
3122	3804 3120 3127	-37.82374	145.06417	21	CANTERBURY_RD W of STANHOPE_GV
3126	3127 3682	-37.82778	145.09885	61	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	16	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	22	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	18	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	25	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	22	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	53	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	68	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	14	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	11	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	20	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	28	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	20	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	54	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	63	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	16	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	18	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	29	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	23	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	30	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	33	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	65	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	19	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	17	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	18	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	25	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	24	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	39	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	63	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	15	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82778	145.09885	21	CANTERBURY_RD E of WARRIGAL_RD
3126	3127 3682	-37.82804	145.09858	40	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	9	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	10	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	12	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	29	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	13	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	43	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	59	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	15	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	20	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	8	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	12	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	14	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	40	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	59	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	13	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	18	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	28	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	23	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	12	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	42	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	57	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	25	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	16	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	20	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	15	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	18	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	36	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	56	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	22	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82804	145.09858	8	WARRIGAL_RD S of CANTERBURY_RD
3126	3127 3682	-37.82772	145.0983	107	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	32	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	41	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	60	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	46	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	43	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	134	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	154	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	37	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	47	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	68	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	70	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	68	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	86	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	146	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	27	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	39	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	55	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	53	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	94	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	116	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	170	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	62	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	40	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	55	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	35	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	54	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	120	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	167	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	45	CANTERBURY_RD W of WARRIGAL_RD
3126	3127 3682	-37.82772	145.0983	35	CANTERBURY_RD W of WARRIGAL_RD
3127	4063 3122 3126	-37.82506	145.078	18	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	7	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	7	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	7	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	9	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	4	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	22	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	38	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	11	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	10	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	8	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	8	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	12	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	15	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	30	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	5	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	4	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	6	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	11	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	14	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	18	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	22	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	7	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	24	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	7	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82506	145.078	8	BALWYN_RD N of CANTERBURY_RD
3127	4063 3122 3126	-37.82535	145.07827	64	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	11	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	14	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	22	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	23	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	27	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	60	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	99	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	12	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	14	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	13	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	19	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	24	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	75	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	61	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	15	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	21	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	33	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	35	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	22	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	43	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	81	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	22	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	80	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	24	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82535	145.07827	26	CANTERBURY_RD E of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	55	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	24	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	21	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	36	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	38	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	31	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	83	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	104	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	22	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	28	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	38	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	35	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	38	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	85	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	88	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	26	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	23	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	44	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	43	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	57	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	70	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	102	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	34	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	113	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	22	CANTERBURY_RD W of BALWYN_RD
3127	4063 3122 3126	-37.82527	145.07757	28	CANTERBURY_RD W of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	34	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	3	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	10	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	10	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	14	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	12	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	33	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	58	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	15	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	8	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	12	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	13	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	15	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	35	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	58	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	10	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	9	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	12	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	14	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	29	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	27	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	63	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	13	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	8	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	12	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	18	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	14	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	27	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	34	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	5	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79611	145.08372	12	DONCASTER_RD E of BALWYN_RD
3180	4051 4057	-37.79635	145.08352	22	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	8	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	14	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	12	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	12	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	8	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	19	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	58	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	6	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	7	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	9	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	8	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	11	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	35	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	38	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	5	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	11	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	19	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	19	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	13	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	22	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	42	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	11	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	7	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	16	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	8	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	19	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	19	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	39	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	13	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79635	145.08352	22	BALWYN_RD S of DONCASTER_RD
3180	4051 4057	-37.79618	145.08328	22	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	2	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	10	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	18	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	18	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	8	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	47	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	32	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	16	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	6	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	21	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	29	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	25	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	43	DONCASTER_RD W of BALWYN_RD
3180	4051 4057	-37.79618	145.08328	23	DONCASTER_RD W of BALWYN_RD
